0.010000 0.191510 19.101900
0.020000 0.382038 19.003801
0.030000 0.571586 18.905701
0.040000 0.760152 18.807600
0.050000 0.947738 18.709501
0.060000 1.134342 18.611401
0.070000 1.319966 18.513300
0.080000 1.504608 18.415201
0.090000 1.688270 18.317101
0.100000 1.870950 18.219000
0.110000 2.052649 18.120901
0.120000 2.233368 18.022800
0.130000 2.413105 17.924700
0.140000 2.591862 17.826601
0.150000 2.769638 17.728500
0.160000 2.946432 17.630402
0.170000 3.122246 17.532301
0.180000 3.297078 17.434200
0.190000 3.470930 17.336102
0.200000 3.643800 17.238001
0.210000 3.815690 17.139900
0.220000 3.986598 17.041801
0.230000 4.156526 16.943701
0.240000 4.325472 16.845600
0.250000 4.493438 16.747501
0.260000 4.660422 16.649401
0.270000 4.826426 16.551300
0.280000 4.991448 16.453201
0.290000 5.155490 16.355101
0.300000 5.318550 16.257000
0.310000 5.480630 16.158901
0.320000 5.641728 16.060801
0.330000 5.801846 15.962701
0.340000 5.960982 15.864600
0.350000 6.119138 15.766500
0.360000 6.276312 15.668401
0.370000 6.432506 15.570301
0.380000 6.587718 15.472200
0.390000 6.741950 15.374101
0.400000 6.895200 15.276001
0.410000 7.047470 15.177900
0.420000 7.198758 15.079801
0.430000 7.349066 14.981701
0.440000 7.498392 14.883600
0.450000 7.646738 14.785501
0.460000 7.794102 14.687401
0.470000 7.940486 14.589300
0.480000 8.085888 14.491200
0.490000 8.230309 14.393101
0.500000 8.373751 14.295000
0.510000 8.516210 14.196900
0.520000 8.657688 14.098801
0.530000 8.798186 14.000701
0.540000 8.937702 13.902600
0.550000 9.076238 13.804501
0.560000 9.213793 13.706401
0.570000 9.350366 13.608300
0.580000 9.485958 13.510201
0.590000 9.620570 13.412101
0.600000 9.754200 13.314000
0.610000 9.886850 13.215900
0.620000 10.018518 13.117801
0.630000 9.845909 15.458100
0.640000 9.690838 15.556201
0.650000 9.534785 15.654301
0.660000 9.377752 15.752400
0.670000 9.219737 15.850501
0.680000 9.060742 15.948601
0.690000 8.900765 16.046701
0.700000 8.739808 16.144800
0.710000 8.577869 16.242901
0.720000 8.414950 16.341002
0.730000 8.251049 16.439100
0.740000 8.086168 16.537201
0.750000 7.920305 16.635302
0.760000 7.753462 16.733400
0.770000 7.585638 16.831501
0.780000 7.416832 16.929600
0.790000 7.247046 17.027700
0.800000 7.076278 17.125801
0.810000 6.904530 17.223900
0.820000 6.731800 17.322001
0.830000 6.558089 17.420101
0.840000 6.383398 17.518200
0.850000 6.207726 17.616301
0.860000 6.031072 17.714401
0.870000 5.853437 17.812500
0.880000 5.674822 17.910601
0.890000 5.495225 18.008701
0.900000 5.314648 18.106800
0.910000 5.133090 18.204901
0.920000 4.950550 18.303001
0.930000 4.767029 18.401100
0.940000 4.582528 18.499201
0.950000 4.397045 18.597301
0.960000 4.210582 18.695400
0.970000 4.023137 18.793501
0.980000 3.834712 18.891602
0.990000 3.645305 18.989700
1.000000 3.454918 19.087801
1.010000 3.263549 19.185902
1.020000 3.071200 19.284000
1.030000 2.877869 19.382101
1.040000 2.683558 19.480202
1.050000 2.488265 19.578300
1.060000 2.291992 19.676401
1.070000 2.094737 19.774500
1.080000 1.896502 19.872601
1.090000 1.697285 19.970701
1.100000 1.497088 20.068800
1.110000 1.295909 20.166901
1.120000 1.093750 20.265001
1.130000 0.890609 20.363100
1.140000 0.686488 20.461201
1.150000 0.481385 20.559301
1.160000 0.275302 20.657400
1.170000 0.068237 20.755501
1.180000 -0.139808 20.853601
1.190000 0.122390 12.189901
1.200000 0.243798 12.091801
1.210000 0.364226 11.993701
1.220000 0.483672 11.895601
1.230000 0.602138 11.797501
1.240000 0.719622 11.699401
1.250000 0.836126 11.601301
1.260000 0.951648 11.503201
1.270000 1.066190 11.405101
1.280000 1.179750 11.307001
1.290000 1.292330 11.208901
1.300000 1.403928 11.110801
1.310000 1.514546 11.012701
1.320000 1.624182 10.914601
1.330000 1.732838 10.816501
1.340000 1.840512 10.718401
1.350000 1.947206 10.620301
1.360000 2.052918 10.522201
1.370000 2.157650 10.424101
1.380000 2.261400 10.326001
1.390000 2.364170 10.227901
1.400000 2.465958 10.129801
1.410000 2.566766 10.031701
1.420000 2.666592 9.933601
1.430000 2.765438 9.835501
1.440000 2.863302 9.737401
1.450000 2.960186 9.639301
1.460000 3.056088 9.541201
1.470000 3.151010 9.443101
1.480000 3.244950 9.345001
1.490000 3.337910 9.246901
1.500000 3.429888 9.148801
1.510000 3.520886 9.050701
1.520000 3.610902 8.952600
1.530000 3.699938 8.854501
1.540000 3.787992 8.756401
1.550000 3.875066 8.658301
1.560000 3.961158 8.560201
1.570000 4.046270 8.462101
1.580000 4.130400 8.364001
1.590000 4.213550 8.265901
1.600000 4.295718 8.167801
1.610000 4.376906 8.069701
1.620000 4.457112 7.971601
1.630000 4.536338 7.873501
1.640000 4.614583 7.775401
1.650000 4.691846 7.677301
1.660000 4.768128 7.579201
1.670000 4.843430 7.481101
1.680000 4.917750 7.383001
1.690000 4.991090 7.284901
1.700000 5.063448 7.186801
1.710000 5.134826 7.088701
1.720000 5.205223 6.990601
1.730000 5.274638 6.892501
1.740000 5.343072 6.794401
1.750000 5.410526 6.696301
1.760000 5.476998 6.598201
1.770000 5.542490 6.500101
1.780000 5.607000 6.402001
1.790000 5.670530 6.303901
1.800000 5.733078 6.205801
1.810000 5.794646 6.107701
1.820000 5.855233 6.009601
1.830000 5.914838 5.911501
1.840000 5.973463 5.813401
1.850000 6.031106 5.715301
1.860000 6.087769 5.617201
1.870000 6.143450 5.519101
1.880000 6.198151 5.421001
1.890000 6.251870 5.322901
1.900000 6.304609 5.224801
1.910000 6.356366 5.126701
1.920000 6.407143 5.028601
1.930000 6.456938 4.930501
1.940000 6.505753 4.832401
1.950000 6.553586 4.734301
1.960000 6.600439 4.636201
1.970000 6.646310 4.538101
1.980000 6.691201 4.440001
1.990000 6.735110 4.341901
2.000000 6.778039 4.243801
2.010000 6.819986 4.145701
2.020000 6.860953 4.047601
2.030000 6.900938 3.949501
2.040000 6.939943 3.851401
2.050000 6.977966 3.753301
2.060000 7.015009 3.655201
2.070000 7.051070 3.557101
2.080000 7.086151 3.459001
2.090000 7.120250 3.360901
2.100000 7.153369 3.262801
2.110000 7.185506 3.164701
2.120000 7.216663 3.066601
2.130000 7.246838 2.968501
2.140000 7.276033 2.870401
2.150000 7.304246 2.772301
2.160000 7.331479 2.674201
2.170000 7.357730 2.576101
2.180000 7.383001 2.478001
2.190000 7.407290 2.379901
2.200000 7.430599 2.281801
2.210000 7.452926 2.183701
2.220000 7.474273 2.085601
