0.000 0.098 10000.000
0.010 0.196 9999.999
0.020 0.294 9999.997
0.030 0.392 9999.994
0.040 0.490 9999.990
0.050 0.589 9999.985
0.060 0.687 9999.979
0.070 0.785 9999.973
0.080 0.883 9999.965
0.090 0.981 9999.956
0.100 1.079 9999.946
0.110 1.177 9999.935
0.120 1.275 9999.923
0.130 1.373 9999.911
0.140 1.471 9999.897
0.150 1.570 9999.882
0.160 1.668 9999.867
0.170 1.766 9999.850
0.180 1.864 9999.832
0.190 1.962 9999.814
0.200 2.060 9999.794
0.210 2.158 9999.773
0.220 2.256 9999.752
0.230 2.354 9999.729
0.240 2.452 9999.706
0.250 2.551 9999.681
0.260 2.649 9999.656
0.270 2.747 9999.629
0.280 2.845 9999.602
0.290 2.943 9999.573
0.300 3.041 9999.544
0.310 3.139 9999.513
0.320 3.237 9999.482
0.330 3.335 9999.450
0.340 3.433 9999.416
0.350 3.531 9999.382
0.360 3.630 9999.347
0.370 3.728 9999.310
0.380 3.826 9999.273
0.390 3.924 9999.235
0.400 4.022 9999.196
0.410 4.120 9999.155
0.420 4.218 9999.114
0.430 4.316 9999.072
0.440 4.414 9999.029
0.450 4.512 9998.985
0.460 4.610 9998.940
0.470 4.709 9998.893
0.480 4.807 9998.846
0.490 4.905 9998.798
0.500 5.003 9998.749
0.510 5.101 9998.699
0.520 5.199 9998.648
0.530 5.297 9998.596
0.540 5.395 9998.543
0.550 5.493 9998.489
0.560 5.591 9998.434
0.570 5.689 9998.378
0.580 5.787 9998.322
0.590 5.886 9998.264
0.600 5.984 9998.205
0.610 6.082 9998.145
0.620 6.180 9998.084
0.630 6.278 9998.022
0.640 6.376 9997.960
0.650 6.474 9997.896
0.660 6.572 9997.831
0.670 6.670 9997.765
0.680 6.768 9997.699
0.690 6.866 9997.631
0.700 6.964 9997.562
0.710 7.062 9997.493
0.720 7.160 9997.422
0.730 7.258 9997.350
0.740 7.357 9997.278
0.750 7.455 9997.204
0.760 7.553 9997.130
0.770 7.651 9997.054
0.780 7.749 9996.978
0.790 7.847 9996.900
0.800 7.945 9996.822
0.810 8.043 9996.742
0.820 8.141 9996.662
0.830 8.239 9996.581
0.840 8.337 9996.498
0.850 8.435 9996.415
0.860 8.533 9996.330
0.870 8.631 9996.245
0.880 8.729 9996.159
0.890 8.827 9996.071
0.900 8.925 9995.983
0.910 9.023 9995.894
0.920 9.121 9995.804
0.930 9.220 9995.712
0.940 9.318 9995.620
0.950 9.416 9995.527
0.960 9.514 9995.433
0.970 9.612 9995.338
0.980 9.710 9995.242
0.990 9.808 9995.145
1.000 9.906 9995.047
1.010 10.004 9994.947
1.020 10.102 9994.847
1.030 10.200 9994.746
1.040 10.298 9994.644
1.050 10.396 9994.541
1.060 10.494 9994.437
1.070 10.592 9994.333
1.080 10.690 9994.227
1.090 10.788 9994.120
1.100 10.886 9994.012
1.110 10.984 9993.903
1.120 11.082 9993.793
1.130 11.180 9993.682
1.140 11.278 9993.571
1.150 11.376 9993.458
1.160 11.474 9993.344
1.170 11.572 9993.229
1.180 11.670 9993.114
1.190 11.768 9992.997
1.200 11.866 9992.879
1.210 11.964 9992.760
1.220 12.062 9992.641
1.230 12.160 9992.520
1.240 12.258 9992.399
1.250 12.356 9992.276
1.260 12.454 9992.152
1.270 12.552 9992.028
1.280 12.650 9991.902
1.290 12.748 9991.776
1.300 12.846 9991.648
1.310 12.944 9991.520
1.320 13.042 9991.391
1.330 13.140 9991.260
1.340 13.238 9991.129
1.350 13.336 9990.996
1.360 13.434 9990.863
1.370 13.532 9990.729
1.380 13.630 9990.593
1.390 13.728 9990.457
1.400 13.826 9990.320
1.410 13.924 9990.181
1.420 14.022 9990.042
1.430 14.120 9989.902
1.440 14.218 9989.761
1.450 14.316 9989.619
1.460 14.413 9989.475
1.470 14.511 9989.331
1.480 14.609 9989.186
1.490 14.707 9989.040
1.500 14.805 9988.893
1.510 14.903 9988.745
1.520 15.001 9988.596
1.530 15.099 9988.446
1.540 15.197 9988.295
1.550 15.295 9988.143
1.560 15.393 9987.990
1.570 15.491 9987.836
1.580 15.589 9987.681
1.590 15.687 9987.525
1.600 15.785 9987.368
1.610 15.883 9987.211
1.620 15.980 9987.052
1.630 16.078 9986.892
1.640 16.176 9986.731
1.650 16.274 9986.569
1.660 16.372 9986.407
1.670 16.470 9986.243
1.680 16.568 9986.078
1.690 16.666 9985.913
1.700 16.764 9985.746
1.710 16.862 9985.578
1.720 16.960 9985.410
1.730 17.057 9985.240
1.740 17.155 9985.070
1.750 17.253 9984.898
1.760 17.351 9984.725
1.770 17.449 9984.552
1.780 17.547 9984.377
1.790 17.645 9984.202
1.800 17.743 9984.026
1.810 17.840 9983.848
1.820 17.938 9983.670
1.830 18.036 9983.490
1.840 18.134 9983.310
1.850 18.232 9983.129
1.860 18.330 9982.946
1.870 18.428 9982.763
1.880 18.526 9982.579
1.890 18.623 9982.393
1.900 18.721 9982.207
1.910 18.819 9982.020
1.920 18.917 9981.832
1.930 19.015 9981.643
1.940 19.113 9981.453
1.950 19.210 9981.261
1.960 19.308 9981.069
1.970 19.406 9980.876
1.980 19.504 9980.682
1.990 19.602 9980.487
2.000 19.700 9980.291
2.010 19.797 9980.094
2.020 19.895 9979.896
2.030 19.993 9979.697
2.040 20.091 9979.497
2.050 20.189 9979.296
2.060 20.287 9979.094
2.070 20.384 9978.892
2.080 20.482 9978.688
2.090 20.580 9978.483
2.100 20.678 9978.277
2.110 20.776 9978.070
2.120 20.873 9977.863
2.130 20.971 9977.654
2.140 21.069 9977.444
2.150 21.167 9977.233
2.160 21.264 9977.022
2.170 21.362 9976.809
2.180 21.460 9976.595
2.190 21.558 9976.381
2.200 21.656 9976.165
2.210 21.753 9975.949
2.220 21.851 9975.731
2.230 21.949 9975.513
2.240 22.047 9975.293
2.250 22.144 9975.073
2.260 22.242 9974.851
2.270 22.340 9974.629
2.280 22.438 9974.405
2.290 22.535 9974.181
2.300 22.633 9973.956
2.310 22.731 9973.729
2.320 22.828 9973.502
2.330 22.926 9973.274
2.340 23.024 9973.045
2.350 23.122 9972.814
2.360 23.219 9972.583
2.370 23.317 9972.351
2.380 23.415 9972.118
2.390 23.513 9971.884
2.400 23.610 9971.648
2.410 23.708 9971.412
2.420 23.806 9971.175
2.430 23.903 9970.937
2.440 24.001 9970.698
2.450 24.099 9970.458
2.460 24.196 9970.217
2.470 24.294 9969.975
2.480 24.392 9969.732
2.490 24.489 9969.488
2.500 24.587 9969.244
2.510 24.685 9968.998
2.520 24.782 9968.751
2.530 24.880 9968.503
2.540 24.978 9968.254
2.550 25.075 9968.004
2.560 25.173 9967.754
2.570 25.271 9967.502
2.580 25.368 9967.249
2.590 25.466 9966.996
2.600 25.564 9966.741
2.610 25.661 9966.485
2.620 25.759 9966.229
2.630 25.856 9965.971
2.640 25.954 9965.712
2.650 26.052 9965.453
2.660 26.149 9965.192
2.670 26.247 9964.931
2.680 26.345 9964.668
2.690 26.442 9964.405
2.700 26.540 9964.141
2.710 26.637 9963.875
2.720 26.735 9963.609
2.730 26.832 9963.341
2.740 26.930 9963.073
2.750 27.028 9962.804
2.760 27.125 9962.534
2.770 27.223 9962.262
2.780 27.320 9961.990
2.790 27.418 9961.717
2.800 27.515 9961.443
2.810 27.613 9961.168
2.820 27.711 9960.891
2.830 27.808 9960.614
2.840 27.906 9960.336
2.850 28.003 9960.057
2.860 28.101 9959.777
2.870 28.198 9959.496
2.880 28.296 9959.214
2.890 28.393 9958.931
2.900 28.491 9958.647
2.910 28.588 9958.362
2.920 28.686 9958.076
2.930 28.783 9957.790
2.940 28.881 9957.502
2.950 28.978 9957.213
2.960 29.076 9956.923
2.970 29.173 9956.632
2.980 29.271 9956.341
2.990 29.368 9956.048
3.000 29.466 9955.754
3.010 29.563 9955.460
3.020 29.661 9955.164
3.030 29.758 9954.867
3.040 29.856 9954.570
3.050 29.953 9954.271
3.060 30.051 9953.972
3.070 30.148 9953.671
3.080 30.246 9953.370
3.090 30.343 9953.067
3.100 30.440 9952.764
3.110 30.538 9952.459
3.120 30.635 9952.154
3.130 30.733 9951.848
3.140 30.830 9951.540
3.150 30.928 9951.232
3.160 31.025 9950.923
3.170 31.122 9950.613
3.180 31.220 9950.301
3.190 31.317 9949.989
3.200 31.415 9949.676
3.210 31.512 9949.362
3.220 31.609 9949.047
3.230 31.707 9948.731
3.240 31.804 9948.414
3.250 31.901 9948.095
3.260 31.999 9947.776
3.270 32.096 9947.456
3.280 32.194 9947.136
3.290 32.291 9946.814
3.300 32.388 9946.491
3.310 32.486 9946.167
3.320 32.583 9945.842
3.330 32.680 9945.516
3.340 32.778 9945.189
3.350 32.875 9944.862
3.360 32.972 9944.533
3.370 33.070 9944.203
3.380 33.167 9943.872
3.390 33.264 9943.541
3.400 33.362 9943.208
3.410 33.459 9942.874
3.420 33.556 9942.540
3.430 33.653 9942.204
3.440 33.751 9941.868
3.450 33.848 9941.530
3.460 33.945 9941.192
3.470 34.043 9940.852
3.480 34.140 9940.512
3.490 34.237 9940.170
3.500 34.334 9939.828
3.510 34.432 9939.485
3.520 34.529 9939.140
3.530 34.626 9938.795
3.540 34.723 9938.449
3.550 34.821 9938.102
3.560 34.918 9937.753
3.570 35.015 9937.404
3.580 35.112 9937.054
3.590 35.209 9936.703
3.600 35.307 9936.351
3.610 35.404 9935.998
3.620 35.501 9935.644
3.630 35.598 9935.289
3.640 35.695 9934.933
3.650 35.793 9934.576
3.660 35.890 9934.218
3.670 35.987 9933.859
3.680 36.084 9933.499
3.690 36.181 9933.138
3.700 36.278 9932.777
3.710 36.376 9932.414
3.720 36.473 9932.050
3.730 36.570 9931.685
3.740 36.667 9931.320
3.750 36.764 9930.953
3.760 36.861 9930.585
3.770 36.958 9930.217
3.780 37.055 9929.847
3.790 37.153 9929.476
3.800 37.250 9929.105
3.810 37.347 9928.732
3.820 37.444 9928.359
3.830 37.541 9927.985
3.840 37.638 9927.609
3.850 37.735 9927.233
3.860 37.832 9926.855
3.870 37.929 9926.477
3.880 38.026 9926.098
3.890 38.123 9925.718
3.900 38.220 9925.336
3.910 38.318 9924.954
3.920 38.415 9924.571
3.930 38.512 9924.187
3.940 38.609 9923.802
3.950 38.706 9923.416
3.960 38.803 9923.029
3.970 38.900 9922.640
3.980 38.997 9922.251
3.990 39.094 9921.862
4.000 39.191 9921.471
4.010 39.288 9921.079
4.020 39.385 9920.686
4.030 39.482 9920.292
4.040 39.579 9919.897
4.050 39.676 9919.501
4.060 39.773 9919.105
4.070 39.870 9918.707
4.080 39.966 9918.308
4.090 40.063 9917.909
4.100 40.160 9917.508
4.110 40.257 9917.106
4.120 40.354 9916.704
4.130 40.451 9916.300
4.140 40.548 9915.896
4.150 40.645 9915.490
4.160 40.742 9915.084
4.170 40.839 9914.676
4.180 40.936 9914.268
4.190 41.033 9913.859
4.200 41.129 9913.448
4.210 41.226 9913.037
4.220 41.323 9912.625
4.230 41.420 9912.211
4.240 41.517 9911.797
4.250 41.614 9911.382
4.260 41.711 9910.966
4.270 41.807 9910.549
4.280 41.904 9910.131
4.290 42.001 9909.712
4.300 42.098 9909.292
4.310 42.195 9908.871
4.320 42.292 9908.449
4.330 42.388 9908.026
4.340 42.485 9907.602
4.350 42.582 9907.177
4.360 42.679 9906.751
4.370 42.776 9906.325
4.380 42.872 9905.897
4.390 42.969 9905.468
4.400 43.066 9905.038
4.410 43.163 9904.608
4.420 43.259 9904.176
4.430 43.356 9903.743
4.440 43.453 9903.310
4.450 43.550 9902.875
4.460 43.646 9902.440
4.470 43.743 9902.003
4.480 43.840 9901.566
4.490 43.937 9901.128
4.500 44.033 9900.688
4.510 44.130 9900.248
4.520 44.227 9899.807
4.530 44.323 9899.364
4.540 44.420 9898.921
4.550 44.517 9898.477
4.560 44.613 9898.032
4.570 44.710 9897.586
4.580 44.807 9897.138
4.590 44.903 9896.690
4.600 45.000 9896.241
4.610 45.097 9895.791
4.620 45.193 9895.340
4.630 45.290 9894.888
4.640 45.386 9894.436
4.650 45.483 9893.982
4.660 45.580 9893.527
4.670 45.676 9893.071
4.680 45.773 9892.614
